y_test_pred,y_test_proba,y_test,A_test
1.0,0.5323542242229776,0,1
0.0,0.015809535594210448,0,1
0.0,0.007882429703877054,0,1
0.0,0.45073523164171797,1,1
1.0,0.5976953874647841,1,1
0.0,0.14999498457182034,0,1
0.0,0.46237555518782486,1,0
1.0,0.5567251287090175,1,1
0.0,0.01445524982599609,0,1
0.0,0.01923815594027175,0,0
0.0,0.11920188524404943,0,1
0.0,0.0022727272727272726,0,0
1.0,0.7469236199375244,1,1
0.0,0.49436902304959346,0,1
1.0,0.6441061241334458,1,1
0.0,0.002366251956688282,0,0
0.0,0.027624103837381352,0,1
0.0,0.3961540884882715,1,0
0.0,0.00041411017020773124,0,1
1.0,0.8950668664572782,1,1
0.0,0.07472509466331353,0,1
0.0,0.0019614125601854935,0,1
0.0,0.012269586037148492,0,0
0.0,0.06955551956937539,0,1
0.0,0.20047306030401768,0,1
0.0,0.0,0,0
0.0,0.003993888095807582,0,0
0.0,0.2969413481175463,0,1
0.0,0.21036180216805273,1,1
1.0,0.9198330781962812,1,1
0.0,0.21956971723574575,0,1
0.0,0.030583868338061423,0,0
0.0,0.173652589155378,0,0
0.0,0.0005,0,0
0.0,0.28123374455709715,0,1
1.0,0.7480574418133985,0,1
0.0,0.2503813818089868,0,1
0.0,0.3337203267206845,1,1
0.0,0.2124258796536942,0,1
0.0,0.013247049440528368,0,0
1.0,0.9793361883066858,1,1
0.0,0.017559862331704163,0,1
1.0,0.5135588055631535,0,1
0.0,0.4438999763949117,1,0
0.0,0.47825315981970973,0,1
0.0,0.34287361261604943,0,0
0.0,0.0246021989125857,0,0
0.0,0.0015226902942840972,0,1
1.0,0.6461001822175731,1,1
0.0,0.4758675737513348,1,0
0.0,0.36131586437579905,0,1
0.0,0.2832738689145171,0,1
0.0,0.001539861895794099,0,0
1.0,0.5122624124385196,0,1
0.0,0.0015090860597439548,0,1
0.0,0.020622252417694213,0,0
0.0,0.0008462208523184133,0,1
0.0,0.020597055221939428,0,0
