y_test_pred,y_test_proba,y_test,A_test
0.0,0.3724249677695628,0,1
0.0,0.019984155565497628,0,1
0.0,0.05453507597242999,0,1
0.0,0.35046906656202886,1,1
1.0,0.5973536718219372,1,1
0.0,0.12366539906417594,0,1
0.0,0.4978643782013662,1,0
1.0,0.5260133280308947,1,1
0.0,0.021051527142861043,0,1
0.0,0.012133785962259875,0,0
0.0,0.13777793894998827,0,1
0.0,0.001038625737152967,0,0
1.0,0.7722666694455753,1,1
0.0,0.3240225430783143,0,1
1.0,0.7000289065292619,1,1
0.0,0.01033298024134264,0,0
0.0,0.004565538198466222,0,1
0.0,0.255180669911011,1,0
0.0,0.006028425195824049,0,1
1.0,0.8776449892022724,1,1
0.0,0.13873689785006504,0,1
0.0,0.029074838805530658,0,1
0.0,0.002758416945064444,0,0
0.0,0.04440896816873834,0,1
0.0,0.06383170600984592,0,1
0.0,0.0005339983559517253,0,0
0.0,0.0010449162279025613,0,0
0.0,0.00012680456461986524,0,1
0.0,0.19915229520801242,1,1
1.0,1.0,1,1
0.0,0.27283234613189594,0,1
0.0,0.024955837189696906,0,0
0.0,0.2338597704426975,0,0
0.0,0.0017220569792518103,0,0
0.0,0.14480131780840994,0,1
1.0,0.6952359096533033,0,1
0.0,0.345678039319228,0,1
0.0,0.1929104334448412,1,1
0.0,0.28204758345436687,0,1
0.0,0.0300923264544336,0,0
1.0,0.9963446221437782,1,1
0.0,0.025063175333107295,0,1
0.0,0.459040782249218,0,1
0.0,0.3120613993683284,1,0
0.0,0.2927461593137383,0,1
0.0,0.38966007489992394,0,0
0.0,0.012535629786014756,0,0
0.0,0.0025457563683149173,0,1
0.0,0.0030189894104260587,1,1
1.0,0.5654955269383642,1,0
0.0,0.35507225413213184,0,1
0.0,0.2527830873904063,0,1
0.0,0.0013088438435216614,0,0
1.0,0.5353355289276266,0,1
0.0,0.0023165816523661098,0,1
0.0,0.026217124699552587,0,0
0.0,0.004798654294214686,0,1
0.0,0.0521810375379999,0,0
0.0,0.2502254599005599,1,1
0.0,0.32767414598415684,1,0
0.0,0.007817490839127826,0,0
0.0,0.008223616106277616,0,0
0.0,0.04800299547650514,0,0
1.0,0.696255931202288,1,1
0.0,0.021508499779213652,0,1
1.0,0.531857820842681,0,1
0.0,0.3818371969779055,0,1
0.0,0.006363211018585599,0,0
0.0,0.0421151762560344,0,0
1.0,0.5457025549197903,1,1
0.0,0.050743766031296364,0,0
0.0,0.008550051418377301,0,1
0.0,0.024371204530529426,0,0
0.0,0.005222166857314682,1,1
1.0,0.6725214994686433,0,1
0.0,0.030426766670912743,0,0
1.0,0.5368517728811969,0,1
1.0,0.6196155434948256,1,1
1.0,0.9545037281690698,1,1
0.0,0.04751539959426101,0,1
0.0,0.0074647170658330205,0,0
0.0,0.0021142700567022927,0,1
0.0,0.14839906222253266,0,1
0.0,0.0969191553942771,0,1
0.0,0.23325191945525317,0,1
0.0,0.27737193282015565,0,1
0.0,0.1250976567511284,1,0
0.0,0.004612428957173163,0,1
0.0,0.012903827896826802,0,1
0.0,0.01717163895932568,0,1
0.0,0.04638293924615181,1,1
0.0,0.22168982561611372,0,1
1.0,0.6902322702908742,1,1
0.0,0.002844070433554625,0,1
0.0,0.25163201725469664,0,1
0.0,0.011945111587989143,0,1
0.0,0.033183600755369434,0,1
0.0,0.008749953811252015,0,0
0.0,0.03474208459145822,0,1
0.0,0.03392048963803833,0,1
0.0,0.049433901574922154,0,1
0.0,0.3724249677695628,0,1
1.0,0.993476631714996,1,1
0.0,0.07156981329493964,0,0
0.0,0.12299670886564888,0,1
0.0,0.0021743266839652853,0,1
0.0,0.12145648072942612,1,1
0.0,0.0019346445467441676,0,1
0.0,0.009066740260198904,0,0
0.0,0.01941487756897397,0,1
0.0,0.005502506692323459,0,1
0.0,0.21232685753164282,0,1
0.0,0.2550225198808007,0,0
1.0,0.732543190581066,1,0
1.0,0.6675855412785899,1,1
0.0,0.20170221367583838,1,1
0.0,0.4045438334481597,0,0
0.0,0.004889581814554806,0,1
0.0,0.04202435216074026,0,1
1.0,0.9935384298697644,1,1
0.0,0.30334825870630416,0,0
0.0,0.2308167617975203,0,1
0.0,0.05004714605849324,0,1
0.0,0.020205378558079207,0,1
0.0,0.24958527589480403,0,1
0.0,0.08278102729475843,0,1
0.0,0.05849624669330464,0,1
