model,pre,in,post,time_execution,time_execution_std,true_positives,true_positives_std,true_negatives,true_negatives_std,false_positives,false_positives_std,false_negatives,false_negatives_std,accuracy,accuracy_std,recall,recall_std,specificity,specificity_std,precision,precision_std,npv,npv_std,f1-score,f1-score_std,balanced_accuracy,balanced_accuracy_std,roc_auc,roc_auc_std,pr_auc,pr_auc_std,mcc,mcc_std,log_loss,log_loss_std,cohen_kappa_score,cohen_kappa_score_std,fbeta_score,fbeta_score_std,jaccard_score,jaccard_score_std,hamming_loss,hamming_loss_std,demographic_parity_ratio,demographic_parity_ratio_std,equal_odds_ratio,equal_odds_ratio_std,predictive_parity_ratio,predictive_parity_ratio_std,equal_opportunity_ratio,equal_opportunity_ratio_std,tnr_ratio,tnr_ratio_std,fpr_ratio,fpr_ratio_std,npv_ratio,npv_ratio_std,fnr_ratio,fnr_ratio_std,error_rate_ratio,error_rate_ratio_std,average_odds_difference,average_odds_difference_std,average_predictive_value_difference,average_predictive_value_difference_std,false_positive_rate_ratio,false_positive_rate_ratio_std,false_discovery_rate_ratio,false_discovery_rate_ratio_std,false_negative_rate_ratio,false_negative_rate_ratio_std,false_omission_rate_ratio,false_omission_rate_ratio_std,statistical_parity_difference,statistical_parity_difference_std,equalized_odds_difference,equalized_odds_difference_std,equal_opportunity_difference,equal_opportunity_difference_std,error_rate_difference,error_rate_difference_std,false_positive_rate_difference,false_positive_rate_difference_std,false_discovery_rate_difference,false_discovery_rate_difference_std,false_negative_rate_difference,false_negative_rate_difference_std,false_omission_rate_difference,false_omission_rate_difference_std,true_positive_rate_difference,true_positive_rate_difference_std,between_all_groups_coefficient_of_variation,between_all_groups_coefficient_of_variation_std,between_all_groups_generalized_entropy_index,between_all_groups_generalized_entropy_index_std,between_group_generalized_entropy_index,between_group_generalized_entropy_index_std,between_all_groups_theil_index,between_all_groups_theil_index_std,between_group_coefficient_of_variation,between_group_coefficient_of_variation_std,between_group_theil_index,between_group_theil_index_std,generalized_entropy_index,generalized_entropy_index_std,differential_fairness_bias_amplification,differential_fairness_bias_amplification_std,tp_privileged,tp_privileged_std,tp_unprivileged,tp_unprivileged_std,tn_privileged,tn_privileged_std,tn_unprivileged,tn_unprivileged_std,fn_privileged,fn_privileged_std,fn_unprivileged,fn_unprivileged_std,fp_privileged,fp_privileged_std,fp_unprivileged,fp_unprivileged_std,accuracy_privileged,accuracy_privileged_std,accuracy_unprivileged,accuracy_unprivileged_std,recall_privileged,recall_privileged_std,recall_unprivileged,recall_unprivileged_std,specificity_privileged,specificity_privileged_std,specificity_unprivileged,specificity_unprivileged_std,precision_privileged,precision_privileged_std,precision_unprivileged,precision_unprivileged_std,npv_privileged,npv_privileged_std,npv_unprivileged,npv_unprivileged_std,selection_rate_privileged,selection_rate_privileged_std,selection_rate_unprivileged,selection_rate_unprivileged_std,false_positive_rate_privileged,false_positive_rate_privileged_std,false_positive_rate_unprivileged,false_positive_rate_unprivileged_std,false_negative_rate_privileged,false_negative_rate_privileged_std,false_negative_rate_unprivileged,false_negative_rate_unprivileged_std,false_discovery_rate_privileged,false_discovery_rate_privileged_std,false_discovery_rate_uprivileged,false_discovery_rate_uprivileged_std,false_omission_rate_privileged,false_omission_rate_privileged_std,false_omission_rate_uprivileged,false_omission_rate_uprivileged_std,error_rate_privileged,error_rate_privileged_std,error_rate_unprivileged,error_rate_unprivileged_std
bernoulli_nb,disparate_impact_remover,none,equalized_odds_postprocessing,11.465510249137878,1.4428197072998956,1371.6333333333334,12.496850177857466,4974.633333333333,12.496850177857533,1840.3666666666666,12.496850177857466,871.3666666666667,12.496850177857448,0.7006255979980864,0.002759295689524723,0.6115173131223064,0.005571489156423324,0.7299535338713622,0.0018337270987318322,0.4270340390203404,0.003890675646904569,0.8509465161363895,0.0021376753639851956,0.5028903146959975,0.0045817965821658806,0.6707354234968343,0.003702608127577543,0.8706524153239115,0.0,0.6925989566200731,0.0,0.3080945562926077,0.006681410247666422,0.5962883643773562,0.0,0.298250691186767,0.0064679338981124095,0.5628830159772379,0.005128385660644069,0.33591953991668466,0.004082596484502811,0.29937440200191356,0.0027592956895247166,0.8110698770079431,0.0,0.9613516751390591,0.009748387391589801,0.4857395840785271,0.012980775616989125,0.9800263033533043,0.016558688326122496,0.9871252046948287,0.0046519772557471915,1.0359544573981754,0.01321664722589734,0.8668954314357127,0.004085376212632364,1.001149278546447,0.041738878407225594,0.9039101239519464,0.016186222080598018,-0.004794217233116804,0.006702309936723509,-0.1901505280924204,0.0019404233970187323,0.9654445851416422,0.012261325242783262,1.510744015237479,0.019186729113714385,1.0005308600160874,0.04172372485431485,0.3536783823988914,0.01474894988635655,-0.0713291920816228,0.0,0.015127051060007593,0.008014561493545009,-0.00010851806885802623,0.01628373399293823,-0.029725945373055725,0.005276199822987538,-0.009479916397375597,0.0034408171035854797,0.25622403484356476,0.007816346515973203,0.00010851806885801649,0.016283733992938247,-0.12407702134127604,0.004032619736065694,-0.00010851806885802623,0.01628373399293823,0.0485482189594053,0.0,0.0011784647820651,0.0,0.0011784647820651,0.0,0.001164604226244,0.0,0.0485482189594053,0.0,0.001164604226244,0.0,0.11748432584636087,0.0011258767470348494,-0.7212016929669237,0.0,1155.8,11.481319160060506,215.83333333333334,5.272461528993136,3090.8,11.481319160060536,1883.8333333333333,5.272461528993145,734.2,11.481319160060483,137.16666666666666,5.272461528993136,1164.2,11.481319160060506,676.1666666666666,5.272461528993157,0.6910659072416598,0.0037368003775624077,0.7207918526147156,0.003619952989353321,0.6115343915343915,0.006074772042360046,0.6114258734655335,0.01493615164020718,0.7263924794359577,0.0026983123760423978,0.7358723958333333,0.0020595552847629305,0.4981896551724138,0.004948844465543335,0.241965620328849,0.005910831310530426,0.8080522875816993,0.00300165206798967,0.9321293089229754,0.0026088379658550658,0.3775427176566314,0.0,0.3062135255750086,0.0,0.2736075205640423,0.0026983123760424403,0.26412760416666664,0.002059555284762947,0.38846560846560846,0.006074772042360072,0.38857412653446644,0.014936151640207198,0.5018103448275862,0.004948844465543309,0.7580343796711511,0.005910831310530432,0.19194771241830064,0.003001652067989678,0.06787069107702454,0.0026088379658550983,0.3089340927583401,0.0037368003775624116,0.2792081473852843,0.003619952989353346
bernoulli_nb,disparate_impact_remover,none,none,11.347512443860372,0.7644977594126299,1787.0,0.0,5123.0,0.0,1692.0,0.0,456.0,0.0,0.7628615588430117,0.0,0.7967008470798038,0.0,0.7517241379310344,0.0,0.5136533486634091,0.0,0.9182649220290374,0.0,0.6246067808458581,0.0,0.7742124925054191,0.0,0.8706524153239115,0.0,0.6925989566200731,0.0,0.4866978232234166,0.0,0.5962883643773562,0.0,0.4628677924203136,0.0,0.7176130431290659,0.0,0.4541296060991105,0.0,0.2371384411569883,0.0,0.1696779056403826,0.0,0.0857396383623368,0.0,0.7362524703557312,0.0,0.5849304445534683,0.0,0.6426939832356623,0.0,11.663216909942944,0.0,0.9692568553771622,0.0,0.29440408931934364,0.0,0.2905044307516861,0.0,-0.3497594343639548,0.0,0.0752666455646371,0.0,0.0857396383623368,0.0,0.6413249794231771,0.0,3.3966919491912635,0.0,0.6991880788584486,0.0,-0.4350914798759915,0.0,0.3537973829758532,0.0,-0.3537973829758532,0.0,-0.2179865963776756,0.0,-0.3457214857520564,0.0,-0.1792261205304683,0.0,0.3537973829758531,0.0,-0.0286928294011941,0.0,-0.3537973829758532,0.0,0.1022190879679649,0.0,0.0052243709725012,0.0,0.0052243709725012,0.0,0.0053759936330309,0.0,0.1022190879679649,0.0,0.0053759936330309,0.0,0.0845970133410923,0.0,0.8418220653866417,0.0,1611.0,0.0,176.0,0.0,2646.0,0.0,2477.0,0.0,279.0,0.0,177.0,0.0,1609.0,0.0,83.0,0.0,0.6927583401139138,0.0,0.9107449364915894,0.0,0.8523809523809524,0.0,0.4985835694050991,0.0,0.6218566392479435,0.0,0.967578125,0.0,0.5003105590062111,0.0,0.6795366795366795,0.0,0.9046153846153846,0.0,0.9333082140165788,0.0,0.5240032546786005,0.0,0.0889117748026089,0.0,0.3781433607520564,0.0,0.032421875,0.0,0.1476190476190476,0.0,0.5014164305949008,0.0,0.4996894409937888,0.0,0.32046332046332054,0.0,0.0953846153846153,0.0,0.0666917859834212,0.0,0.3072416598860862,0.0,0.0892550635084106,0.0
bernoulli_nb,disparate_impact_remover,none,reject_option_classification,37.43449076016744,3.424900617855153,1787.0,0.0,5123.0,0.0,1692.0,0.0,456.0,0.0,0.7628615588430117,0.0,0.7967008470798038,0.0,0.7517241379310344,0.0,0.5136533486634091,0.0,0.9182649220290374,0.0,0.6246067808458581,0.0,0.7742124925054191,0.0,0.8706524153239115,0.0,0.6925989566200731,0.0,0.4866978232234166,0.0,0.5962883643773562,0.0,0.4628677924203136,0.0,0.7176130431290659,0.0,0.4541296060991105,0.0,0.2371384411569883,0.0,0.1696779056403826,0.0,0.0857396383623368,0.0,0.7362524703557312,0.0,0.5849304445534683,0.0,0.6426939832356623,0.0,11.663216909942944,0.0,0.9692568553771622,0.0,0.29440408931934364,0.0,0.2905044307516861,0.0,-0.3497594343639548,0.0,0.0752666455646371,0.0,0.0857396383623368,0.0,0.6413249794231771,0.0,3.3966919491912635,0.0,0.6991880788584486,0.0,-0.4350914798759915,0.0,0.3537973829758532,0.0,-0.3537973829758532,0.0,-0.2179865963776756,0.0,-0.3457214857520564,0.0,-0.1792261205304683,0.0,0.3537973829758531,0.0,-0.0286928294011941,0.0,-0.3537973829758532,0.0,0.1022190879679649,0.0,0.0052243709725012,0.0,0.0052243709725012,0.0,0.0053759936330309,0.0,0.1022190879679649,0.0,0.0053759936330309,0.0,0.0845970133410923,0.0,0.8418220653866417,0.0,1611.0,0.0,176.0,0.0,2646.0,0.0,2477.0,0.0,279.0,0.0,177.0,0.0,1609.0,0.0,83.0,0.0,0.6927583401139138,0.0,0.9107449364915894,0.0,0.8523809523809524,0.0,0.4985835694050991,0.0,0.6218566392479435,0.0,0.967578125,0.0,0.5003105590062111,0.0,0.6795366795366795,0.0,0.9046153846153846,0.0,0.9333082140165788,0.0,0.5240032546786005,0.0,0.0889117748026089,0.0,0.3781433607520564,0.0,0.032421875,0.0,0.1476190476190476,0.0,0.5014164305949008,0.0,0.4996894409937888,0.0,0.32046332046332054,0.0,0.0953846153846153,0.0,0.0666917859834212,0.0,0.3072416598860862,0.0,0.0892550635084106,0.0
bernoulli_nb,none,none,equalized_odds_postprocessing,2.544927716255188,0.2192751437188414,1339.6333333333334,17.185565983141757,5117.633333333333,17.185565983141764,1697.3666666666666,17.185565983141757,903.3666666666667,17.18556598314179,0.7128799587841319,0.0037945608264830584,0.5972507058998365,0.0076618662430413325,0.7509366593299095,0.0025217264832196576,0.4411041598068269,0.005658730978973262,0.8499640148369596,0.002854271048520483,0.5074368686868687,0.0065096840845234,0.674093682614873,0.0050917963631304936,0.8706829660647997,0.0,0.6926378537495889,0.0,0.3183492749032917,0.0093109046566824,0.5900160898977476,0.0,0.3112313656796188,0.009102723959061306,0.5577622338801455,0.007155286028454423,0.3400013743974098,0.00582390389369481,0.2871200412158681,0.003794560826483079,0.7907078010143878,0.0,0.9415432636248513,0.013125184821173847,0.5053066448647486,0.017406630828412283,0.9712119125702287,0.021409058680803943,0.981154875038773,0.00573932444045204,1.0597947360521753,0.018602127813750154,0.8638694875835246,0.005053256513914756,1.023363426522109,0.05355521609581688,0.8621498987764162,0.020948113110279908,-0.003011416711725347,0.008649469656621531,-0.18964685881892723,0.0028762230617678953,0.9438630415222045,0.016747158315270953,1.5150074235851334,0.02688109191209822,0.9797842592517202,0.05175555207191498,0.34545572128415714,0.01824815147073076,-0.0752362030202143,0.0,0.021951950992179673,0.009287613287041531,0.00830572917447327,0.02084855476295706,-0.041484079811691145,0.006703105067466442,-0.01432856259792396,0.004385474542578954,0.2522751130093622,0.010578390954592232,-0.00830572917447326,0.020848554762957088,-0.1270186046284923,0.004979315779794412,0.00830572917447327,0.02084855476295706,0.0477327323246351,0.0,0.0011392068675876,0.0,0.0011392068675876,0.0,0.0011260221906649,0.0,0.0477327323246351,0.0,0.0011260221906649,0.0,0.11810507309507003,0.0016037894401422124,-0.6958084502901831,0.0,1126.3333333333333,15.331584108120298,213.3,6.943863577239286,3172.3333333333335,15.331584108120419,1945.3,6.943863577239302,763.6666666666666,15.33158410812031,139.7,6.943863577239286,1082.6666666666667,15.331584108120298,614.7,6.9438635772392745,0.6995389205315975,0.004989937870828393,0.7410230003432887,0.004767499881386375,0.5959435626102292,0.008111949263555731,0.6042492917847025,0.01967100163523877,0.745554249902076,0.0036031925048461396,0.7598828125,0.0027124467098590893,0.5098838086615362,0.006940508876469134,0.25760869565217387,0.008386308668163391,0.8059789972899729,0.0038952195396647544,0.9329976019184653,0.0033303902049109614,0.3594792514239219,0.0,0.2842430484037075,0.0,0.254445750097924,0.003603192504846133,0.2401171875,0.0027124467098590898,0.4040564373897707,0.00811194926355575,0.3957507082152974,0.01967100163523877,0.49011619133846385,0.006940508876469154,0.7423913043478261,0.008386308668163374,0.19402100271002706,0.0038952195396647206,0.06700239808153473,0.0033303902049109297,0.3004610794684025,0.004989937870828433,0.2589769996567113,0.004767499881386369
bernoulli_nb,none,none,none,2.4512057304382324,0.24774020989738674,1764.0,0.0,5209.0,0.0,1606.0,0.0,479.0,0.0,0.7698167365864429,0.0,0.7864467231386537,0.0,0.7643433602347762,0.0,0.5234421364985163,0.0,0.915787623066104,0.0,0.6285408872260823,0.0,0.7753950416867149,0.0,0.8706829660647997,0.0,0.6926378537495889,0.0,0.4918570888893326,0.0,0.5900160898977476,0.0,0.4713486180191012,0.0,0.7146329606222654,0.0,0.4583008573655495,0.0,0.230183263413557,0.0,0.17268854567365313,0.0,0.0871354849279161,0.0,0.7433065810593901,0.0,0.5896594326789881,0.0,0.6620522345627535,0.0,11.47638072855464,0.0,0.9653042159054614,0.0,0.3158343736995422,0.0,0.2978945523069961,0.0,-0.3361884651463879,0.0,0.0718949305528545,0.0,0.0871354849279161,0.0,0.640402950170894,0.0,3.166216483299295,0.0,0.6741261258558755,0.0,-0.4193775720466347,0.0,0.3449900325254433,0.0,-0.3449900325254433,0.0,-0.2087464040577897,0.0,-0.3273868977673325,0.0,-0.1761621502533598,0.0,0.3449900325254433,0.0,-0.0323722891476506,0.0,-0.3449900325254433,0.0,0.0967854256229666,0.0,0.0046837093065094,0.0,0.0046837093065094,0.0,0.0048116508342362,0.0,0.0967854256229666,0.0,0.0048116508342362,0.0,0.0849083366651652,0.0,0.8242093843461575,0.0,1589.0,0.0,175.0,0.0,2729.0,0.0,2480.0,0.0,301.0,0.0,178.0,0.0,1526.0,0.0,80.0,0.0,0.7026851098454028,0.0,0.9114315139031924,0.0,0.8407407407407408,0.0,0.4957507082152974,0.0,0.6413631022326675,0.0,0.96875,0.0,0.5101123595505618,0.0,0.6862745098039216,0.0,0.9006600660066006,0.0,0.9330323551542512,0.0,0.5069161920260374,0.0,0.0875386199794026,0.0,0.3586368977673325,0.0,0.03125,0.0,0.15925925925925924,0.0,0.5042492917847026,0.0,0.4898876404494382,0.0,0.3137254901960784,0.0,0.0993399339933993,0.0,0.0669676448457486,0.0,0.2973148901545972,0.0,0.0885684860968074,0.0
bernoulli_nb,none,none,reject_option_classification,27.60531133810679,1.768772038513376,1764.0,0.0,5209.0,0.0,1606.0,0.0,479.0,0.0,0.7698167365864429,0.0,0.7864467231386537,0.0,0.7643433602347762,0.0,0.5234421364985163,0.0,0.915787623066104,0.0,0.6285408872260823,0.0,0.7753950416867149,0.0,0.8706829660647997,0.0,0.6926378537495889,0.0,0.4918570888893326,0.0,0.5900160898977476,0.0,0.4713486180191012,0.0,0.7146329606222654,0.0,0.4583008573655495,0.0,0.230183263413557,0.0,0.17268854567365313,0.0,0.0871354849279161,0.0,0.7433065810593901,0.0,0.5896594326789881,0.0,0.6620522345627535,0.0,11.47638072855464,0.0,0.9653042159054614,0.0,0.3158343736995422,0.0,0.2978945523069961,0.0,-0.3361884651463879,0.0,0.0718949305528545,0.0,0.0871354849279161,0.0,0.640402950170894,0.0,3.166216483299295,0.0,0.6741261258558755,0.0,-0.4193775720466347,0.0,0.3449900325254433,0.0,-0.3449900325254433,0.0,-0.2087464040577897,0.0,-0.3273868977673325,0.0,-0.1761621502533598,0.0,0.3449900325254433,0.0,-0.0323722891476506,0.0,-0.3449900325254433,0.0,0.0967854256229666,0.0,0.0046837093065094,0.0,0.0046837093065094,0.0,0.0048116508342362,0.0,0.0967854256229666,0.0,0.0048116508342362,0.0,0.0849083366651652,0.0,0.8242093843461575,0.0,1589.0,0.0,175.0,0.0,2729.0,0.0,2480.0,0.0,301.0,0.0,178.0,0.0,1526.0,0.0,80.0,0.0,0.7026851098454028,0.0,0.9114315139031924,0.0,0.8407407407407408,0.0,0.4957507082152974,0.0,0.6413631022326675,0.0,0.96875,0.0,0.5101123595505618,0.0,0.6862745098039216,0.0,0.9006600660066006,0.0,0.9330323551542512,0.0,0.5069161920260374,0.0,0.0875386199794026,0.0,0.3586368977673325,0.0,0.03125,0.0,0.15925925925925924,0.0,0.5042492917847026,0.0,0.4898876404494382,0.0,0.3137254901960784,0.0,0.0993399339933993,0.0,0.0669676448457486,0.0,0.2973148901545972,0.0,0.0885684860968074,0.0
bernoulli_nb,reweighing,none,equalized_odds_postprocessing,2.745959822336833,0.25708544306980835,1587.6666666666667,6.959653842627174,5270.666666666667,6.95965384262737,1544.3333333333333,6.959653842627174,655.3333333333334,6.959653842627191,0.7571575770957534,0.0015366866510547908,0.7078317729231683,0.003102832743034872,0.77339202739056,0.0010212258022930594,0.5069178373776074,0.0022221116994339944,0.8894138823264709,0.001174426905607017,0.5907596899224806,0.002589638639117109,0.7406119001568642,0.0020620292726639716,0.8783208475442795,0.0,0.7076347175755651,0.0,0.43671988315265886,0.0037426626963507543,0.4715165511691702,0.0,0.42475353189517434,0.003640111797730091,0.6558437981934346,0.002874939624350313,0.41920899150381447,0.002604253006307448,0.24284242290424668,0.0015366866510548019,0.7273232310055883,0.0,0.9401477547470994,0.011767353886651262,0.5120661591170257,0.009413818044926763,0.9452773050077254,0.017377966485201363,0.9876829154181476,0.0032167867217099827,1.04359227508989,0.011664478632871355,0.9077185901846153,0.002956350729949603,0.8808047038787458,0.03487883022220727,0.9431005140426666,0.015572205067227793,-0.024353690096463727,0.0051134509142604255,-0.1849958174791519,0.001749392155743366,0.9583443547030746,0.010711158970753823,1.672306712748714,0.018690925615834637,1.137036897560756,0.0447829726834955,0.384072639430633,0.015126962508427313,-0.103346492268183,0.0,0.039241449185970674,0.012208294274678804,-0.039103926535465676,0.012518200535386081,-0.014101152945406793,0.00394880230873775,-0.009603453657461772,0.0025215029202038126,0.2827254885919608,0.006348723934832839,0.039103926535465676,0.01251820053538609,-0.08726614636634306,0.002929298264783181,-0.039103926535465676,0.012518200535386081,0.0353203465683698,0.0,0.0006237634408548,0.0,0.0006237634408548,0.0,0.0006183535744747,0.0,0.0353203465683698,0.0,0.0006183535744747,0.0,0.09669353366886244,0.0006371412449642195,-0.6122813919150759,0.0,1349.4333333333334,6.966339430251167,238.23333333333332,3.8746152942145002,3275.4333333333334,6.96633943025107,1995.2333333333333,3.8746152942144945,540.5666666666667,6.96633943025108,114.76666666666667,3.8746152942145007,979.5666666666667,6.96633943025108,564.7666666666667,3.8746152942144962,0.7526227285055601,0.0022673195867375447,0.7667238814509669,0.002660223339659772,0.7139858906525574,0.003685893878439736,0.6748819641170916,0.010976247292392338,0.7697845671758715,0.0016372125570507919,0.7793880208333334,0.0015135215993025543,0.579404608558752,0.00299112899538476,0.2966791199667912,0.004825174712595888,0.858342068483578,0.0018255606473404358,0.945608214849921,0.0018363105659784103,0.3790073230268511,0.0,0.275660830758668,0.0,0.23021543282412843,0.0016372125570507847,0.22061197916666667,0.0015135215993025382,0.28601410934744265,0.003685893878439738,0.32511803588290833,0.010976247292392364,0.42059539144124797,0.0029911289953847473,0.7033208800332088,0.004825174712595881,0.14165793151642206,0.001825560647340443,0.05439178515007894,0.001836310565978436,0.2473772714944399,0.0022673195867375594,0.23327611854903305,0.0026602233396597736
bernoulli_nb,reweighing,none,none,2.560772148768107,0.2568498430476822,1686.0,0.0,5594.0,0.0,1221.0,0.0,557.0,0.0,0.80370942812983,0.0,0.7516718680338832,0.0,0.8208363903154806,0.0,0.5799793601651186,0.0,0.9094456185986018,0.0,0.6547572815533981,0.0,0.7862541291746818,0.0,0.8783208475442795,0.0,0.7076347175755651,0.0,0.5293390616464007,0.0,0.4715165511691702,0.0,0.5207934753908143,0.0,0.7096556949238152,0.0,0.4867205542725173,0.0,0.19629057187017,0.0,0.3076540661985654,0.0,0.239892074742268,0.0,0.9925327377042,0.0,0.7867260218535006,0.0,0.7971922915000006,0.0,4.168541212019473,0.0,0.9339046139271184,0.0,0.5725871857258718,0.0,0.4128225603704469,0.0,-0.1782436590330785,0.0,-0.0290876688619873,0.0,0.239892074742268,0.0,0.9896349958205628,0.0,1.746458923512748,0.0,0.4627979701514896,0.0,-0.2858391593253441,0.0,0.1906075572855464,0.0,-0.1658797607806106,0.0,-0.1420883405580383,0.0,-0.1906075572855464,0.0,-0.004359266637548,0.0,0.1658797607806106,0.0,-0.0625346043615228,0.0,-0.1658797607806106,0.0,0.0432805943391088,0.0,0.0009366049231732,0.0,0.0009366049231732,0.0,0.0009474057755819001,0.0,0.0432805943391088,0.0,0.0009474057755819001,0.0,0.082864357380392,0.0,0.24736804061954107,0.0,1470.0,0.0,216.0,0.0,3188.0,0.0,2406.0,0.0,420.0,0.0,137.0,0.0,1067.0,0.0,154.0,0.0,0.7580146460537022,0.0,0.9001029866117405,0.0,0.7777777777777778,0.0,0.6118980169971672,0.0,0.7492361927144536,0.0,0.93984375,0.0,0.5794245171462357,0.0,0.5837837837837838,0.0,0.8835920177383592,0.0,0.946126622099882,0.0,0.4128559804719284,0.0,0.1270168211465842,0.0,0.2507638072855464,0.0,0.06015625,0.0,0.2222222222222222,0.0,0.3881019830028329,0.0,0.4205754828537643,0.0,0.4162162162162162,0.0,0.1164079822616408,0.0,0.0538733779001179,0.0,0.2419853539462978,0.0,0.0998970133882595,0.0
bernoulli_nb,reweighing,none,reject_option_classification,28.16936240196228,2.9198699588870975,1686.0,0.0,5594.0,0.0,1221.0,0.0,557.0,0.0,0.80370942812983,0.0,0.7516718680338832,0.0,0.8208363903154806,0.0,0.5799793601651186,0.0,0.9094456185986018,0.0,0.6547572815533981,0.0,0.7862541291746818,0.0,0.8783208475442795,0.0,0.7076347175755651,0.0,0.5293390616464007,0.0,0.4715165511691702,0.0,0.5207934753908143,0.0,0.7096556949238152,0.0,0.4867205542725173,0.0,0.19629057187017,0.0,0.3076540661985654,0.0,0.239892074742268,0.0,0.9925327377042,0.0,0.7867260218535006,0.0,0.7971922915000006,0.0,4.168541212019473,0.0,0.9339046139271184,0.0,0.5725871857258718,0.0,0.4128225603704469,0.0,-0.1782436590330785,0.0,-0.0290876688619873,0.0,0.239892074742268,0.0,0.9896349958205628,0.0,1.746458923512748,0.0,0.4627979701514896,0.0,-0.2858391593253441,0.0,0.1906075572855464,0.0,-0.1658797607806106,0.0,-0.1420883405580383,0.0,-0.1906075572855464,0.0,-0.004359266637548,0.0,0.1658797607806106,0.0,-0.0625346043615228,0.0,-0.1658797607806106,0.0,0.0432805943391088,0.0,0.0009366049231732,0.0,0.0009366049231732,0.0,0.0009474057755819001,0.0,0.0432805943391088,0.0,0.0009474057755819001,0.0,0.082864357380392,0.0,0.24736804061954107,0.0,1470.0,0.0,216.0,0.0,3188.0,0.0,2406.0,0.0,420.0,0.0,137.0,0.0,1067.0,0.0,154.0,0.0,0.7580146460537022,0.0,0.9001029866117405,0.0,0.7777777777777778,0.0,0.6118980169971672,0.0,0.7492361927144536,0.0,0.93984375,0.0,0.5794245171462357,0.0,0.5837837837837838,0.0,0.8835920177383592,0.0,0.946126622099882,0.0,0.4128559804719284,0.0,0.1270168211465842,0.0,0.2507638072855464,0.0,0.06015625,0.0,0.2222222222222222,0.0,0.3881019830028329,0.0,0.4205754828537643,0.0,0.4162162162162162,0.0,0.1164079822616408,0.0,0.0538733779001179,0.0,0.2419853539462978,0.0,0.0998970133882595,0.0
decision_tree,disparate_impact_remover,none,equalized_odds_postprocessing,11.784080990155537,0.8487469304000198,1447.2333333333333,11.091106512794877,5532.833333333333,22.743067656690236,1282.1666666666667,22.743067656690087,795.7666666666667,11.091106512794893,0.7705968940899389,0.0022942350076704024,0.6452221726853916,0.0049447643837694415,0.8118610907312301,0.0033372072863815517,0.5302675084888857,0.0040287930361526635,0.8742615746117817,0.0014081303571401639,0.5821081268517715,0.003185771100035766,0.7285416317083109,0.002342762631977083,0.7557709826184601,0.0018761569009249192,0.4779899681778174,0.0025287716075672434,0.430002135491108,0.004507032078242918,6.852189666720374,0.0541021383039869,0.4260949510131322,0.004580501050096519,0.6183974788527861,0.003815304355747298,0.4105516758768392,0.0031685874126552564,0.22940310591006105,0.0022942350076703573,0.7123222693989509,0.008857982622187658,0.9468382230603501,0.015816067680446917,0.5368277980076801,0.012068416071184956,0.9681515575003066,0.019102736074536424,0.9887344712872621,0.004313559079229974,1.0507809068698608,0.019924009285455235,0.8904586103297382,0.0025010536493732167,0.9497013109606264,0.03816799230964797,0.8520434333874106,0.01600304679833443,-0.01418575717023107,0.007352059013700548,-0.1906046131504007,0.0026959760970294423,0.9520037464838693,0.01804168696079938,1.6961557032910302,0.0184207215983449,1.0545932077671225,0.04202853715136663,0.36348937252142505,0.013850977060392802,-0.09553325994571248,0.0034475578894765705,0.021537860344732426,0.011320496679560943,-0.019152290021034087,0.014726610139253651,-0.03563305854408527,0.0038226710606173745,-0.009219224319428072,0.0035448313349552714,0.27811258395026006,0.007016554129803392,0.019152290021034076,0.014726610139253646,-0.10309664235054132,0.0025458256335719608,-0.019152290021034087,0.014726610139253651,0.04027563572308392,0.0015744727835100094,0.0008122615826464668,6.341833569287455e-05,0.0008122615826464668,6.341833569287455e-05,0.0008042469103319466,6.249352978722574e-05,0.04027563572308392,0.0015744727835100094,0.0008042469103319466,6.249352978722574e-05,0.10200529845162082,0.0007926761162071656,-0.5914388518417635,0.012426155240418945,1225.1666666666667,9.373783445970677,222.06666666666666,5.071443604131376,3439.733333333333,15.565065511195884,2093.1,9.99775836944433,664.8333333333334,9.373783445970664,130.93333333333334,5.071443604131376,815.2666666666667,15.565065511195744,466.9,9.997758369444284,0.7591375101708706,0.0018511901784398607,0.7947705687149559,0.004364776774946395,0.6482363315696649,0.004959673780936871,0.6290840415486307,0.014366695762411844,0.8083979631805718,0.0036580647499872354,0.8176171875,0.0039053743630641717,0.6004744420759247,0.0035583724800243833,0.32236185812566465,0.007954233087177432,0.8380318168016665,0.0015569476653963948,0.9411284591522079,0.002255143761954878,0.33204773528614046,0.0037495066849718432,0.23651447534042794,0.003251081895669128,0.19160203681942808,0.003658064749987257,0.18238281250000002,0.0039053743630641682,0.3517636684303351,0.004959673780936849,0.37091595845136915,0.014366695762411832,0.39952555792407524,0.0035583724800243555,0.6776381418743352,0.007954233087177413,0.16196818319833348,0.001556947665396398,0.05887154084779213,0.0022551437619548983,0.24086248982912933,0.0018511901784398217,0.20522943128504403,0.004364776774946386
