y_test_pred,y_test_proba,y_test,A_test
0,0.3257655469395773,0,1
0,0.0021181200525917632,0,1
0,0.010426074104467723,0,1
0,0.3280115225248972,1,1
0,0.4843962720914239,1,1
0,0.1262841036174474,0,1
0,0.48088369064267966,1,0
0,0.4198575282714412,1,1
0,0.01489816449602269,0,1
0,0.00032113391967346556,0,0
0,0.07970765349101352,0,1
0,3.469510339858966e-07,0,0
1,0.7222793551847856,1,1
0,0.3373323470147155,0,1
1,0.6916347477218874,1,1
0,0.0002958089657381235,0,0
0,0.009668077849801395,0,1
0,0.26764033065977316,1,0
0,0.0004734123718214471,0,1
1,0.8520845785380808,1,1
0,0.06161086367246441,0,1
0,0.0008797912620713216,0,1
0,0.0009419833374168057,0,0
0,0.016565920980297407,0,1
0,0.05256769819543572,0,1
0,1.8785265531116525e-05,0,0
0,4.564096271263837e-05,0,0
0,0.22860583959993871,0,1
0,0.1600758778724424,1,1
1,0.9971337611588847,1,1
0,0.2616914849393432,0,1
0,0.012156663882122665,0,0
0,0.3272870632424725,0,0
0,8.669504880650615e-05,0,0
0,0.23550191978512158,0,1
1,0.6708550005466858,0,1
0,0.2365189441466735,0,1
0,0.3023098082157533,1,1
0,0.19642324434800473,0,1
0,0.030039562559234755,0,0
1,0.6963485495555827,1,1
0,0.013466614962847838,0,1
0,0.49871800748520473,0,1
0,0.4497260973724945,1,0
0,0.2882549869838443,0,1
0,0.3904923137134455,0,0
0,0.002986459410631995,0,0
0,0.0002333023110383657,0,1
0,0.3001141424723106,1,1
1,0.5416785129305435,1,0
0,0.3711455818533625,0,1
0,0.21130171764713543,0,1
0,3.518552055897911e-05,0,0
1,0.5115301953343646,0,1
0,0.0010025861240330963,0,1
0,0.0005755847677579661,0,0
0,0.00023904410203946943,0,1
0,0.002432390726751077,0,0
0,0.22287332674523797,1,1
0,0.2994572184867103,1,0
0,0.00024553925700342323,0,0
0,0.00016509248213202786,0,0
0,0.006931734393008267,0,0
1,0.59916671595388,1,1
0,0.06787219889444901,0,1
0,0.49940706875884633,0,1
0,0.26336532923804945,0,1
0,0.01989383828726668,0,0
0,0.06388391069099132,0,0
1,0.7580902699463057,1,1
0,0.02373167855830398,0,0
0,0.0013237271824215106,0,1
0,0.003605953855701776,0,0
0,0.30643362418591086,1,1
1,0.6577986649089397,0,1
0,0.05250021485044092,0,0
0,0.4827689800383923,0,1
1,0.7895928772961075,1,1
1,0.6772421516251367,1,1
0,0.0036579248299548795,0,1
0,0.023420905565901925,0,0
0,0.256110710533779,0,1
0,0.05419143171137516,0,1
0,0.01946230428487153,0,1
0,0.1817112736634759,0,1
0,0.1773787228707956,0,1
0,0.11596271013022579,1,0
0,0.00012012518959584465,0,1
0,0.0007843121016945236,0,1
0,0.010841667439655877,0,1
0,0.013873825653015296,1,1
0,0.20810858578700098,0,1
1,0.7108544729308317,1,1
0,0.27869158234056557,0,1
0,0.198067159656878,0,1
0,0.03394572562340482,0,1
0,0.0026264456082458437,0,1
0,0.021123430358388644,0,0
0,0.07709003050653768,0,1
0,0.001968204180911594,0,1
0,0.02194534847758195,0,1
0,0.3257655469395773,0,1
1,0.6844778164776752,1,1
0,0.020854959373256945,0,0
0,0.025777185320830585,0,1
0,2.4108606714327145e-05,0,1
0,0.07885477589793961,1,1
0,0.29016202664748175,0,1
0,0.0025873995588215387,0,0
0,0.13405181540502603,0,1
0,9.357146671964522e-05,0,1
0,0.09775611089852669,0,1
0,0.19578360771842654,0,0
1,0.6938253730271869,1,0
1,0.569774913718527,1,1
0,0.17828636136874784,1,1
0,0.29725357696691745,0,0
0,5.141606333379973e-06,0,1
0,0.015053519492514947,0,1
1,0.6985481748760309,1,1
0,0.1261907600247321,0,0
0,0.08119849344123588,0,1
0,0.002370439724436831,0,1
0,0.05535549868029486,0,1
1,0.5461229341774637,0,1
0,0.116214000914477,0,1
0,0.015579415411891088,0,1
0,0.0009235520167620257,0,0
1,0.8304385726043999,1,1
0,0.3105507873006197,0,1
0,0.22949141387320016,1,1
0,0.47577123149859407,0,0
0,0.00011395415707216207,0,0
0,3.2511914363729786e-05,0,0
1,0.651083189556629,0,1
0,0.001318770869151346,0,1
0,0.3733540673687068,1,0
0,0.00014892536093829377,0,0
0,0.40598970293484143,1,1
0,0.37779527170480337,0,0
1,0.9856162544106115,1,1
0,0.017698454093980936,0,0
0,0.0008911317920961462,0,0
0,0.0008675957623110205,0,0
1,0.6659853865346568,1,1
0,0.04305800659247909,0,0
0,0.009805402428832101,0,1
0,0.1274919474398116,0,1
0,0.07925985494330197,0,1
1,0.552750895922541,0,1
0,0.10284062128415077,0,1
0,0.0744368677203262,0,1
1,0.5481895638258539,1,1
0,0.00011854280398544285,0,1
0,0.2663270726577711,0,1
1,0.9840984638288311,1,1
0,1.2601388421350524e-05,0,0
0,0.0003275672370107227,0,0
1,0.6796150047285546,1,1
1,0.893262737440779,1,1
0,0.0001277482055990867,0,0
0,0.004569208365322149,0,1
0,0.0002350168629789827,0,1
0,0.006291215966513207,0,1
1,0.692530447046992,1,1
0,0.1795534981377191,0,1
1,0.7262855947690463,0,1
0,0.10685311995797667,0,1
0,0.4029983019027025,0,1
0,0.04858690044654554,0,1
1,0.5147585625870692,0,1
1,0.7159146414852978,1,1
1,0.6493269592371668,1,1
0,0.47778697556302124,0,1
0,0.2989667291290521,0,1
0,0.005735462114478877,0,1
0,0.14531399223179167,0,1
0,1.148528370885152e-06,0,1
0,0.00023556746570577297,0,1
0,0.015086753888851978,0,0
0,0.08560382880464266,0,1
1,0.6465634895687004,1,1
1,0.6001291527542754,1,1
0,0.21309003767686685,0,1
1,0.6233651139673665,1,1
0,0.12753276435662364,0,1
1,0.5452528396730625,1,1
1,0.5814332321614432,0,1
0,0.041471472465075335,0,0
0,0.0659826795294497,0,0
0,0.04980709173366517,0,0
0,0.006466405728682618,0,1
0,0.22467981546067595,0,1
0,0.4243031721489047,0,1
0,0.44075600358328476,0,1
1,0.6934889048484751,1,1
0,0.34410659132370713,1,1
0,0.0008373806738424461,0,0
0,0.0030803154212150027,0,0
0,0.09049134137816667,0,1
0,0.0007088041727179223,0,0
1,0.5575172407358719,1,1
0,0.2082261177430652,0,0
0,0.005894498360482151,0,0
1,0.5797478199690597,1,1
0,1.2443581765798844e-05,0,0
0,1.1759390153399505e-05,0,1
0,0.1971853193218151,0,0
0,0.3366611240744122,1,1
1,0.6776892836439348,1,1
1,0.5324231360958593,0,1
0,0.00011303997369064519,0,1
1,0.8960350563740452,1,1
0,0.25652144597897747,1,1
0,0.006139027197908333,0,0
0,0.3347649036192428,0,1
0,0.18835403594582997,0,1
0,0.006052915507799585,0,0
0,0.349244647707846,0,1
0,0.0008321297763346635,0,1
0,0.3343188503725016,0,0
0,0.0016344761666174036,0,1
0,0.23309861855365413,1,1
0,0.4669858481182571,1,1
0,0.29727857686942843,0,1
0,0.09048761774818499,0,1
1,0.9849117532438777,1,1
0,0.010810001006669949,0,0
0,1.1189745058130916e-05,0,0
0,0.0009666237683173136,0,0
1,0.9644007851930843,1,1
0,4.3414344879271305e-07,0,1
1,0.5712881911343171,1,1
0,0.11194778298608984,0,1
0,0.021999093444400254,0,1
0,0.02049682749445078,0,1
0,3.825833191286808e-06,0,0
1,0.9841817189789966,1,1
0,0.24063224837551642,0,1
1,0.8154348579693698,0,1
1,0.6836707580189331,1,0
0,0.009130700122879561,0,1
0,0.4985233647710823,0,1
0,0.00022341390806582023,0,0
1,0.997978875290604,1,1
0,0.0014631802428476557,0,1
0,0.26340783384662275,1,1
1,0.9851241282667896,1,1
0,0.03421496797347446,0,1
0,0.4982553866407385,1,1
1,0.5308210670001575,1,1
0,0.3192645207323079,1,1
0,0.27438887164892917,1,1
0,7.837243660621039e-05,0,0
0,0.319698032167854,0,1
1,0.763104050544889,1,1
0,0.004963203356271911,0,1
0,0.031238611547676667,0,1
0,1.8680913440736333e-05,0,0
0,0.48289548025087936,1,1
1,0.983437789091922,1,1
1,0.723239009297992,0,1
0,3.2598436288952986e-05,0,1
0,0.2815884882995776,1,1
0,0.31355580877871625,0,1
0,0.09235693416568914,0,1
0,0.3541211729967186,0,1
0,0.0024264881475579946,0,1
1,0.7097885524632409,0,1
0,0.0016069579950736446,0,1
0,0.05177229930104087,0,1
